tconst,titleType,startYear,runtimeMinutes,averageRating,numVotes
tt0010616,movie,1919,50,6.5,70
tt0010622,movie,1919,50,6.8,13
tt0010628,movie,1919,50,4.7,55
tt0010629,movie,1919,50,4,43
tt0010630,movie,1919,50,5.5,18
tt0010635,movie,1919,50,5.3,626
tt0010640,movie,1919,50,3.9,45
tt0010641,movie,1919,50,6.5,30
tt0010654,movie,1919,50,4.1,18
tt0010662,movie,1919,50,5.1,455
tt0010674,movie,1919,50,6.5,34
tt0010680,movie,1919,50,6.4,268
tt0010690,movie,1919,50,5.9,17
tt0010694,movie,1919,50,6.5,24
tt0010703,movie,1919,50,6.4,38
tt0010715,movie,1919,50,6.1,20
tt0010719,movie,1919,50,7,14
tt0010726,movie,1919,50,6.6,1202
tt0010729,movie,1919,50,5.9,25
tt0010733,movie,1919,50,6.9,21
tt0010754,movie,1919,50,6.5,48
tt0010755,movie,1919,50,6.9,211
tt0010766,movie,1919,50,7.4,33
tt0010767,movie,1919,50,6.8,52
tt0010781,movie,1919,50,3.5,20
tt0010791,movie,1919,50,6.5,87
tt0010793,movie,1919,50,7,20
tt0010795,movie,1919,50,7,39
tt0010806,movie,1919,50,7,1763
tt0010813,movie,1919,50,7.8,11
tt0010821,movie,1919,50,6.5,517
tt0010822,movie,1919,50,6.1,23
tt0010844,movie,1919,50,6.6,396
tt0010847,movie,1919,50,6.4,25
tt0010849,movie,1919,50,6.6,27
tt0010853,movie,1919,50,6.6,185
tt0010879,movie,1919,50,6.9,869
tt0010890,movie,1919,50,6.5,409
tt0010900,movie,1919,50,2.1,18
tt0010905,movie,1919,50,8.3,39
tt0010920,movie,1919,50,6.3,28
tt0010925,movie,1919,50,5.5,772
tt0011241,movie,1919,50,3.3,31
tt0122328,movie,1917,50,6.1,12
tt0122466,movie,1919,50,6,18
tt0125242,movie,1916,50,4.7,34
tt0126284,movie,1915,50,5,15
tt0126375,movie,1919,50,6.2,8
tt0127014,movie,1916,50,5.2,16
tt0127028,movie,1919,50,6.1,107
tt0127544,movie,1915,50,6.2,70
tt0127630,movie,1917,50,6.1,62
tt0128276,movie,1918,50,2.9,26
tt0128813,movie,1916,50,6.5,336
tt0128954,movie,1911,50,5.4,120
tt0129045,movie,1915,50,5.4,15
tt0129219,movie,1917,50,4.7,11
tt0129323,movie,1915,50,5.5,18
tt0129339,movie,1915,50,4.5,10
tt0129968,movie,1919,50,2.9,26
tt0130001,movie,1916,50,6.7,25
tt0130002,movie,1916,50,6.4,16
tt0130004,movie,1916,50,6.6,19
tt0130005,movie,1917,50,6.2,17
tt0131434,movie,1911,50,5.7,38
tt0132127,movie,1918,50,6.3,51
tt0132278,movie,1916,50,6.4,34
tt0132536,movie,1913,50,5.6,63
tt0136578,movie,1915,50,6.1,21
tt0138846,movie,1913,50,4.8,16
tt0140641,movie,1919,50,7.3,48
tt0140869,movie,1918,50,5.4,54
tt0142199,movie,1917,50,6.2,39
tt0150388,movie,1919,50,6.6,574
tt0158877,movie,1916,50,7.9,19
tt0158973,movie,1916,50,5.4,22
tt0159534,movie,1916,50,5.2,17
tt0160056,movie,1917,50,4.1,29
tt0160467,movie,1918,50,6.7,86
tt0161378,movie,1918,50,6.7,45
tt0162496,movie,1915,50,6.1,72
tt0162536,movie,1914,50,6.5,262
tt0164083,movie,1913,50,4.7,19
tt0171301,movie,1918,50,5.6,48
tt0173837,movie,1915,50,6.5,138
tt0173845,movie,1915,50,6.9,40
tt0173869,movie,1916,50,6.9,123
tt0174714,movie,1917,50,5.9,23
tt0175524,movie,1918,50,6.2,133
tt0176834,movie,1912,50,6.3,103
tt0177041,movie,1915,50,5.4,31
tt0177163,movie,1913,50,5.9,25
tt0177651,movie,1917,50,6.8,23
tt0178376,movie,1917,50,7,10
tt0178759,movie,1917,50,4.5,23
tt0178983,movie,1904,50,5.4,326
tt0180306,movie,1916,50,6,41
tt0181629,movie,1918,50,4.5,20
tt0181715,movie,1917,50,7.4,29
tt0181744,movie,1917,50,7.7,19
tt0181759,movie,1910,50,3.8,16
tt0181765,movie,1917,50,5.4,19
tt0182401,movie,1917,50,5.3,14
tt0182427,movie,1917,50,5.5,19
tt0183803,movie,1919,50,7,35
tt0183812,movie,1914,50,6,12
tt0184033,movie,1917,50,7.1,85
tt0184572,movie,1918,50,5.4,33
tt0184703,movie,1913,50,5.9,58
tt0186650,movie,1917,50,7.2,941
tt0187473,movie,1918,50,7.3,30
tt0188405,movie,1914,50,5.7,25
tt0189984,movie,1909,50,6,12
tt0190038,movie,1918,50,5.4,105
tt0190137,movie,1918,50,7.5,15
tt0191251,movie,1919,50,2.4,35
tt0191263,movie,1919,50,7.8,50
tt0191323,movie,1911,50,5.9,186
tt0191896,movie,1919,50,6.6,226
tt0192441,movie,1919,50,5.6,16
tt0192570,movie,1919,50,6.6,15
tt0193375,movie,1912,50,5.2,34
tt0193434,movie,1917,50,3.6,33
tt0193571,movie,1918,50,5.7,31
tt0193947,movie,1919,50,6.7,46
tt0194248,movie,1911,50,5.7,142
tt0194536,movie,1919,50,6,15
tt0194860,movie,1917,50,6.4,23
tt0194889,movie,1917,50,7,34
tt0196172,movie,1912,50,3.9,23
tt0198559,movie,1919,50,7.3,521
tt0199732,movie,1914,50,5.5,25
tt0201063,movie,1914,50,6.5,83
tt0201403,movie,1912,50,5.8,107
tt0201501,movie,1916,50,2.7,13
tt0203943,movie,1910,50,6.2,20
tt0207334,movie,1919,50,7.2,17
tt0207409,movie,1913,50,6,36
tt0208601,movie,1913,50,5.4,8
tt0211075,movie,1915,50,6.3,35
tt0212633,movie,1916,50,6.8,420
tt0219645,movie,1919,50,6.7,32
tt0221228,movie,1918,50,5.2,31
tt0228185,movie,1918,50,2,14
tt0230366,movie,1899,50,3.9,65
tt0231984,movie,1913,50,5.7,31
tt0233985,movie,1910,50,5.8,124
tt0239639,movie,1913,50,4.6,20
tt0241044,movie,1918,50,7.5,15
tt0241548,movie,1917,50,6.2,35
tt0243880,movie,1912,50,7.3,26
tt0244967,movie,1914,50,4.6,23
tt0247195,movie,1919,50,6.4,19
tt0249383,movie,1915,50,7.4,65
tt0253174,movie,1919,50,5.5,99
tt0257435,movie,1919,50,4.5,15
tt0261935,movie,1916,50,7.2,38
tt0266688,movie,1911,50,6.1,196
tt0266894,movie,1900,50,6,39
tt0278325,movie,1916,50,6.9,26
tt0279914,movie,1916,50,5.5,58
tt0289221,movie,1916,50,5.9,39
tt0291338,movie,1900,50,5.8,16
tt0299498,movie,1911,50,4.5,25
tt0299510,movie,1918,50,5.8,72
tt0309507,movie,1916,50,7.4,16
tt0310692,movie,1913,50,6.4,179
tt0311681,movie,1913,50,6.2,87
tt0311692,movie,1916,50,6.4,17
tt0313622,movie,1916,50,3.8,44
tt0316241,movie,1913,50,5,169
tt0319120,movie,1919,50,5,11
tt0319904,movie,1912,50,6.8,358
tt0321185,movie,1917,50,6.7,20
tt0321656,movie,1916,50,7,13
tt0322038,movie,1916,50,6.1,12
tt0322123,movie,1917,50,7.2,7
tt0322124,movie,1916,50,6.2,62
tt0330236,movie,1917,50,6.2,26
tt0331084,movie,1918,50,4.5,36
tt0336247,movie,1913,50,6.4,48
tt0336428,movie,1917,50,6.9,73
tt0342837,movie,1912,50,7,7
tt0348304,movie,1916,50,5.7,25
tt0350950,movie,1918,50,4.7,12
tt0351037,movie,1916,50,6.1,34
tt0356838,movie,1915,50,6.5,19
tt0361094,movie,1911,50,4.8,49
tt0368309,movie,1913,50,6.6,607
tt0393807,movie,1913,50,5.7,68
tt0400955,movie,1913,50,5.9,21
tt0418056,movie,1916,50,7.1,41
tt0427592,movie,1919,50,6.6,250
tt0427653,movie,1917,50,1,16
tt0434033,movie,1913,50,6.6,15
tt0436670,movie,1916,50,6.4,17
tt0438377,movie,1914,50,6.8,71
tt0438537,movie,1915,49,5.6,12
tt0440511,movie,1913,49,5.6,12
tt0441279,movie,1918,49,5.8,11
tt0442327,movie,1918,49,6.2,42
tt0449233,movie,1914,49,6.2,28
tt0455390,movie,1914,49,7.3,20
tt0456835,movie,1917,49,5,11
tt0461834,movie,1914,49,6.4,14
tt0466434,movie,1912,48,5.8,48
tt0478582,movie,1917,48,5.5,17
tt0497639,movie,1918,48,6.3,119
tt0499428,movie,1917,48,7.8,50
tt0783751,movie,1918,48,6.4,20
tt0795927,movie,1915,48,6.1,138
tt0891538,movie,1918,48,6.5,16
tt0921785,movie,1914,48,4.5,17
tt0953324,movie,1918,48,5.9,37
tt0963313,movie,1918,48,5.4,19
tt0978622,movie,1915,48,6.1,25
tt10028410,movie,1915,48,5,7
tt1041763,movie,1913,48,5.2,30
tt1138127,movie,1918,48,5.5,19
tt12432806,movie,1918,47,7.7,12
tt12432826,movie,1914,47,7.5,16
tt1265120,movie,1914,47,6.7,21
tt1337250,movie,1910,47,6.1,28
tt14006802,movie,1905,47,6.4,7
tt1411608,movie,1915,46,4.4,7
tt1453259,movie,1917,46,7.1,24
tt1611210,movie,1910,46,4.4,14
tt1672749,movie,1918,46,6.6,31
tt1796396,movie,1918,46,5.5,16
tt1799590,movie,1907,46,6.6,47
tt1829708,movie,1912,46,6.1,23
tt2122384,movie,1916,46,7,165
tt2122389,movie,1916,45,7,174
tt2122391,movie,1916,45,7,164
tt2122392,movie,1916,45,6.8,176
tt2122393,movie,1916,45,6.8,173
tt2189300,movie,1913,45,5.5,32
tt2210499,movie,1896,45,6.4,13
tt2261737,movie,1919,45,7.3,18
tt2364210,movie,1914,45,6,26
tt2399036,movie,1913,45,6,26
tt2746744,movie,1917,45,6.5,48
tt2751416,movie,1919,45,5,9
tt4288356,movie,1913,45,6.1,39
tt4695394,movie,1914,45,6,10
tt5505320,movie,1916,45,6.8,47
tt6350952,movie,1914,45,5.7,8
tt8801828,movie,1918,45,6.7,10
